Title,Junior Programmer
URL,https://learn.unity.com/pathway/junior-programmer?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0
By,Unity Technologies
Use Unity Version,6.0
Total Estimated Duration(HH:MM:SS),47:00:00
Summary,"Welcome to Junior Programmer! Designed for anyone interested in learning to code or obtaining an entry-level Unity role, this pathway assumes a basic knowledge of Unity and has no math prerequisites. Junior Programmer prepares you to get Unity Certified so that you can demonstrate your job-readiness to employers."

Title,URL,Type,Duration(HH:MM:SS),Summary
Next Steps - Introduction,https://learn.unity.com/tutorial/6759e0b6edbc2a1e55c692e9?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:05:00,"A video introducing the final section of the course, where you will learn to prepare for the Unity Certified User Exam and to complete and share your own Personal Project"
Lesson 6.1 - Project Optimization,https://learn.unity.com/tutorial/6755a537edbc2a0fc2e424a6?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:30:00,"Overview: In this lesson, you will learn about a variety of different techniques to optimize your projects and make them more performant. You may not notice a huge difference in these small prototype projects, but when you’re exporting a larger project, especially one for mobile or web, every bit of performance improvement is critical. Project Outcome:Several of your prototype projects will have improved optimization, serving as examples for you to implement in your personal projects"
Lesson 6.2 - Research and Troubleshooting,https://learn.unity.com/tutorial/67574c7aedbc2a1580f5bf17?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:30:00,"Overview: Adding new features to a game often involves research and problem-solving. In this lesson, we’ll simplify the process by adding a new feature to the Prototype 1 game. You’ll learn how to conduct online research, troubleshoot bugs, and overcome unexpected challenges—skills you can apply to your own projects. Project Outcome:By the end of this lesson, you will be able to switch between two cameras in the scene by pressing a specified key."
Lesson 6.3 - Sharing your Projects,https://learn.unity.com/tutorial/67574c99edbc2a1232edf22c?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:30:00,"Overview: In this lesson, you will learn how to build your projects so that they’re playable outside of the Unity interface. First, you will install the necessary export modules to be able to publish your projects. After that, you will build your project as a standalone app to be played on Mac or PC computers. Finally, you will export your project for WebGL and even upload it to a game sharing site so that you can send it to your friends and family.Project Outcome:Your project will be exported and playable as a standalone app on Mac/PC or for embedding online."
ECS Survival Guide,https://learn.unity.com/tutorial/6759df4fedbc2a1883006080?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:10:00,"In this tutorial, you will learn at a very high level about the Entity Component System (ECS) and how it is different from the typical object-oriented or component-based system you are probably familiar with. If you are preparing to take the Unity Certified User: Programmer exam, or just want to know what ECS is at a very high level, this will be a very helpful tutorial."
Career research and preparation,https://learn.unity.com/tutorial/658f5d0bedbc2a255f0a720c?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:25:00,"In this tutorial, you’ll research career areas, job titles, and the necessary certifications and qualifications to help you identify career goals. This will help you to determine the focus and goals for your portfolio.In this tutorial, you’ll begin to:Explore the career choices available for you to apply the skills you’re developing in a professional role.Identify the key skills and qualifications required to be hired in these roles."
Introduction to portfolios,https://learn.unity.com/tutorial/5fad8c71edbc2a0020bdeaa7?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:25:00,"In this tutorial, you’ll:Review the goals and uses of a portfolio.Plan your own portfolio using a flowchart. Begin to select and organize content."
Debug the App,https://learn.unity.com/tutorial/5f7e0c7bedbc2a0024305126?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Exercise,00:30:00,"In this exercise, you will be challenged to debug a provided project so that it can run as intended."
Counting Prototype,https://learn.unity.com/tutorial/5f7cfaf2edbc2a0020a3a1ae?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Exercise,02:00:00,"In this exercise, you'll build a prototype of your own design that uses a provided counting functionality."
Quiz: Create with Code 2,https://learn.unity.com/quiz/5f777af2edbc2a2315d48f78?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Quiz,00:30:00,This quiz will assess your understanding of the concepts covered in the Create with Code 2 Mission.

Mission 7: Manage Scene Flow and Data,,,03:10:00,"In this mission, you’ll learn about data persistence, or how to manage the loading and unloading of data between both scenes and sessions. Along the way, you will be introduced to the core pillars of object-oriented programming, which will help you structure your code throughout the mission. There will only be one practical example throughout the mission, which will build on the new functionality you create with each tutorial. At the end of this mission, you’ll take everything you learned and apply it to a new project by building a persistent score system for a small game."
Introduction to real-time 3D experience design,https://learn.unity.com/tutorial/5faaa9e9edbc2a001f14479a?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll explore the basics of real-time 3D experience design. You’ll:Recap the different phases of productionReview the core design process for creating a digital experienceConsider common approaches to real-time 3D experience creation"
Set up version control,https://learn.unity.com/tutorial/67620267edbc2a019fcfe59a?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:15:00,"In this tutorial, you’ll learn about the basics of Version Control, and the reasons to implement it in your own projects, even if you’re developing applications by yourself. You’ll also learn about the different Version Control options available to use with Unity, and put your new skills into practice by downloading the project that you’ll use throughout the upcoming tutorials.By the end of this tutorial, you will be able to:Identify the different version control solutions that can be used to maintain a project.Describe how version control is used to maintain a project"
Explore the sample project,https://learn.unity.com/tutorial/6762027fedbc2a015ef2902b?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:15:00,"In this tutorial, you’ll take some time to review the project briefly and explore the Unity project for the application you’re going to work on. You’ll also consider all the resources that are available to support before you begin."
Principles of object-oriented programming,https://learn.unity.com/tutorial/67620296edbc2a019fcfe5b1?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:10:00,"In this tutorial you’ll learn about the basics of object-oriented programming paradigm and its four associated principles.By the end of this tutorial, you will be able to:Define encapsulationDefine inheritanceDefine polymorphismDefine abstractionExplain how the pillars of OOP work together to create organized, efficient code"
Create a scene flow,https://learn.unity.com/tutorial/676202a9edbc2a019fcfe5bc?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll set up the scene flow between the Menu and Main scenes, and the exit flow for the application in the application. By the end of this tutorial, you will be able to:Call the appropriate start-up methods in the initialization sequence of the appLoad the next scene when triggered by an event"
Implement data persistence between scenes,https://learn.unity.com/tutorial/676202bdedbc2a0152780fa6?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll learn how to use data persistence to preserve information across different scenes by taking a color that the user selects in the Menu scene and applying it to the transporter units in the Main scene. By the end of this tutorial, you will be able to:Ensure data is preserved throughout an application session by using the Unity DontDestroyOnLoad methodRecognize when to use static classes, singletons, and static variables to implement data persistenceModify a GameObject with a script that contains the variables to be saved between Scenes"
Implement data persistence between sessions,https://learn.unity.com/tutorial/676202deedbc2a019fcfe5cc?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll write code to save and load the color that the user selects so that it persists between sessions of the application. By the end of this tutorial, you will be able to:Call the appropriate start-up methods in the initialization sequence of the appStore and organize data by applying data structures such as lists and dictionariesSave user data in the shutdown sequence of the app"
Quiz: Manage scene flow and data,https://learn.unity.com/quiz/5f777c2cedbc2a001f6f5e98?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Quiz,00:40:00,This quiz will assess your understanding of the concepts covered in the Junior Programmer: Manage scene flow and data mission.
Submission: Data persistence in a new repo,https://learn.unity.com/tutorial/5f7e2579edbc2a0022114dcb?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Exercise,00:30:00,"Now that you know how to save data between scenes and between sessions in an application, you’re ready to put those skills to use in a brand new project. This is also a good opportunity to set up a new repo and use version control."

Mission 8: Apply Object-Oriented Principles,,,02:30:00,"In this mission, you’ll refactor the inventory project you completed in the previous mission using the pillars of object-oriented programming as a guide. You’ll deep dive into the inner workings of each pillar individually, so you can better understand its value in developing applications. Next, you’ll learn how to profile your code to identify any optimization bottlenecks that would slow down the final build of your application. To close out this mission, you’ll develop a small application for your portfolio that uses fully optimized code built on OOP principles. When you complete this mission you will complete the Junior Programmer pathway - CONGRATULATIONS!"
Abstraction in object-oriented programming,https://learn.unity.com/tutorial/67886525edbc2a2b602cebe6?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll learn about the first pillar of object-oriented programming: Abstraction. By the end of this tutorial, you will be able to:Explain how abstraction is used to expose only necessary script components Expose only the important details of an object by correctly recognizing opportunities to implement abstraction"
Inheritance and polymorphism in object-oriented programming,https://learn.unity.com/tutorial/67886598edbc2a2b1263f85f?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll learn about inheritance and polymorphism, two closely related pillars of OOP. Explain how inheritance is used to share functionality between a parent and child classDefine the relationship between a parent and child class, including what a child class can and cannot do with respect to its parent class. Recognize opportunities where inheritance could be used to simplify code.Describe how polymorphism is used to modify parent class functionality in a child classDescribe how polymorphism can be applied at compile time (method overloads) and run time (method overrides).Recommend a high-level system architecture for a given project"
Encapsulation in object-oriented programming,https://learn.unity.com/tutorial/67886678edbc2a28a3c43e22?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:20:00,"In this tutorial, you’ll learn about the second pillar in object-oriented programming: encapsulation.Explain how encapsulation is used to write code that can only be used as intended by the programmerControl access to data within a class by applying encapsulation with getters and settersObj-Prog-WIC-3.3: Differentiate between public variables (properties), private variables (fields), and local variables.Enable easier readability and debugging by correctly organizing classes to include only singular purpose code"
Profile code to identify issues,https://learn.unity.com/tutorial/6788676fedbc2a2d529df53e?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:30:00,"In this tutorial, you’ll learn how to use the Profiler to analyze a scene and identify where optimization bottlenecks are occurring. By the end of this tutorial, you will be able to:Deduce the script method that uses the most CPU time (vs. a script method that does not) by using the CPU profiler in the Profiler windowDifferentiate a loop that efficiently goes through a collection once in an Update() call from many loops that go through the same collection in an Update() callRecognize possible issues that might cause performance problems (e.g., too many RigidBody components, too many Colliders, too many shadows, etc.), given a scenarioInvestigate performance issues caused by poly count, texture sizes, or too many objects on the screen by using Unity's Stats windowIdentify unnecessary nested if statements"
Job preparation: Junior Programmer,https://learn.unity.com/tutorial/678868c5edbc2a2b1263f89e?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Tutorial,00:15:00,"In this tutorial, you’ll review guidance on:Evidencing your progressUpdating your portfolio and resumePreparing for interviews"
Quiz: Apply object-oriented principles,https://learn.unity.com/quiz/5f777d02edbc2a5240a946cc?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Quiz,00:15:00,This quiz will assess your understanding of the concepts covered in the Junior Programmer: Apply object-oriented principles mission.
Submission: Programming theory in action,https://learn.unity.com/tutorial/5f7e30b0edbc2a0360166dd6?utm_campaign=092025_d7ace223-e908-44dc-bf78-8bdb5ff05f9e&utm_medium=LMS&utm_source=outline&version=6.0,Exercise,00:30:00,"Now that you understand the pillars of object-oriented programming and how they are implemented, you’re ready to apply them in a brand new project. This is also a good opportunity to practice branching and merging in a version control repo."
